,unique_id,full_name,minutes,goals_scored,assists,previous_start_value,delta_value,bps,selected_by_percent,position_DEF,position_FWD,position_GK,position_MID,teams_chelsea,teams_liverpool,teams_manchestercity,teams_manchesterunited,teams_newcastleunited,teams_tottenhamhotspur,target_value
492,204-2021-22,dannyward,90.0,0.0,0.0,40.0,0.0,17.0,3.4,0,0,1,0,0,0,0,0,0,0,45.0
452,141-2021-22,kaihavertz,1802.0,8.0,4.0,85.0,-6.0,271.0,5.8,0,0,0,1,1,0,0,0,0,0,85.0
138,387-2017-18,christianeriksen,3218.0,11.0,10.0,95.0,2.0,826.0,19.4,0,0,0,1,0,0,0,0,0,1,85.0
54,139-2017-18,seamuscoleman,1035.0,0.0,1.0,65.0,-1.0,198.0,0.5,1,0,0,0,0,0,0,0,0,0,55.0
318,348-2020-21,simonmoore,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,45.0
668,85-2022-23,ricohenry,3240.0,0.0,3.0,45.0,-1.0,505.0,2.6,1,0,0,0,0,0,0,0,0,0,45.0
551,296-2021-22,callumwilson,1386.0,8.0,0.0,75.0,-4.0,220.0,1.5,0,1,0,0,0,0,0,0,1,0,65.0
399,4-2021-22,pierre-emerickaubameyang,1036.0,4.0,1.0,100.0,-4.0,131.0,1.2,0,1,0,0,0,0,0,0,0,0,120.0
289,320-2020-21,andycarroll,380.0,1.0,1.0,55.0,-4.0,78.0,0.3,0,1,0,0,0,0,0,0,1,0,55.0
22,76-2017-18,matthewlowton,2295.0,0.0,3.0,45.0,-1.0,450.0,4.9,1,0,0,0,0,0,0,0,0,0,45.0
832,344-2022-23,anthonyelanga,417.0,0.0,1.0,50.0,-4.0,53.0,0.4,0,0,0,1,0,0,0,1,0,0,50.0
788,233-2022-23,jackharrison,2707.0,5.0,8.0,60.0,-3.0,403.0,2.1,0,0,0,1,0,0,0,0,0,0,60.0
833,345-2022-23,anthonymartial,970.0,6.0,3.0,70.0,-7.0,230.0,2.9,0,1,0,0,0,0,0,1,0,0,80.0
887,434-2022-23,harrywinks,0.0,0.0,0.0,45.0,-1.0,0.0,0.5,0,0,0,1,0,0,0,0,0,1,45.0
900,458-2022-23,michailantonio,1822.0,5.0,3.0,75.0,-6.0,222.0,1.5,0,1,0,0,0,0,0,0,0,0,75.0
540,248-2021-22,bendavies,0.0,0.0,0.0,40.0,0.0,0.0,0.1,1,0,0,0,0,1,0,0,0,0,50.0
625,422-2021-22,tomassoucek,3061.0,5.0,1.0,60.0,-3.0,485.0,3.4,0,0,0,1,0,0,0,0,0,0,50.0
906,467-2022-23,declanrice,3272.0,4.0,3.0,50.0,-3.0,622.0,3.2,0,0,0,1,0,0,0,0,0,0,50.0
480,363-2021-22,bamidelealli,985.0,1.0,0.0,65.0,-3.0,103.0,1.0,0,0,0,1,0,0,0,0,0,0,80.0
581,343-2021-22,janbednarek,2629.0,4.0,0.0,45.0,-1.0,499.0,1.4,1,0,0,0,0,0,0,0,0,0,45.0
142,394-2017-18,harrykane,3074.0,29.0,2.0,125.0,6.0,781.0,37.7,0,1,0,0,0,0,0,0,0,1,110.0
50,269-2017-18,timothyfosu-mensah,1592.0,0.0,0.0,45.0,-1.0,279.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0
723,159-2022-23,jordanayew,2708.0,4.0,3.0,55.0,-3.0,332.0,0.4,0,0,0,1,0,0,0,0,0,0,60.0
870,409-2022-23,kylewalker-peters,2650.0,1.0,0.0,45.0,-1.0,335.0,0.6,1,0,0,0,0,0,0,0,0,0,50.0
800,283-2022-23,mohamedsalah,3290.0,19.0,13.0,130.0,1.0,651.0,37.2,0,0,0,1,0,1,0,0,0,0,125.0
799,279-2022-23,robertofirmino,1202.0,11.0,4.0,80.0,0.0,447.0,3.2,0,1,0,0,0,1,0,0,0,0,90.0
453,142-2021-22,reecejames,1863.0,5.0,9.0,55.0,10.0,573.0,19.1,1,0,0,0,1,0,0,0,0,0,50.0
81,223-2017-18,trentalexander-arnold,1573.0,1.0,2.0,45.0,-1.0,385.0,5.5,1,0,0,0,0,1,0,0,0,0,45.0
621,416-2021-22,manuellanzini,1777.0,5.0,3.0,60.0,-4.0,440.0,0.4,0,0,0,1,0,0,0,0,0,0,65.0
270,236-2020-21,wilfredndidi,2175.0,1.0,4.0,50.0,-2.0,430.0,0.7,0,0,0,1,0,0,0,0,0,0,50.0
729,168-2022-23,jean-philippemateta,748.0,2.0,0.0,55.0,-4.0,96.0,0.3,0,1,0,0,0,0,0,0,0,0,55.0
826,335-2022-23,marcusrashford,2880.0,17.0,7.0,65.0,7.0,530.0,37.8,0,0,0,1,0,0,0,1,0,0,95.0
652,38-2022-23,kortneyhause,0.0,0.0,0.0,45.0,-1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45.0
66,198-2017-18,harrymaguire,3420.0,2.0,4.0,50.0,5.0,716.0,10.9,1,0,0,0,0,0,0,0,0,0,45.0
649,33-2022-23,lucasdigne,1492.0,1.0,0.0,50.0,-5.0,234.0,1.2,1,0,0,0,0,0,0,0,0,0,55.0
9,480-2017-18,calumchambers,864.0,0.0,0.0,50.0,-3.0,171.0,0.4,1,0,0,0,0,0,0,0,0,0,45.0
656,45-2022-23,leonbailey,1964.0,4.0,5.0,50.0,-7.0,242.0,2.7,0,0,0,1,0,0,0,0,0,0,65.0
357,390-2020-21,heung-minson,3119.0,17.0,11.0,90.0,6.0,777.0,44.2,0,0,0,1,0,0,0,0,0,1,95.0
572,333-2021-22,fraserforster,1710.0,0.0,0.0,45.0,-1.0,330.0,1.2,0,0,1,0,0,0,0,0,0,0,40.0
465,160-2021-22,eberechieze,599.0,1.0,1.0,60.0,-1.0,125.0,0.1,0,0,0,1,0,0,0,0,0,0,60.0
602,366-2021-22,harrywinks,904.0,0.0,2.0,45.0,-1.0,175.0,1.0,0,0,0,1,0,0,0,0,0,1,55.0
743,189-2022-23,demaraigray,2501.0,4.0,1.0,55.0,-4.0,284.0,0.6,0,0,0,1,0,0,0,0,0,0,55.0
113,305-2017-18,alexmccarthy,1620.0,0.0,0.0,45.0,-1.0,278.0,0.8,0,0,1,0,0,0,0,0,0,0,45.0
350,383-2020-21,hugolloris,3420.0,0.0,0.0,55.0,1.0,702.0,6.6,0,0,1,0,0,0,0,0,0,1,55.0
663,404-2022-23,jackstephens,1218.0,0.0,0.0,45.0,-2.0,233.0,0.0,1,0,0,0,0,0,0,0,0,0,45.0
898,456-2022-23,angeloogbonna,1234.0,0.0,0.0,45.0,-1.0,217.0,0.1,1,0,0,0,0,0,0,0,0,0,50.0
64,192-2017-18,christianfuchs,1917.0,0.0,1.0,50.0,-3.0,370.0,1.9,1,0,0,0,0,0,0,0,0,0,55.0
735,110-2022-23,nealmaupay,1104.0,1.0,0.0,65.0,-9.0,86.0,0.5,0,1,0,0,0,0,0,0,0,0,65.0
271,239-2020-21,jamesjustin,2070.0,2.0,2.0,45.0,3.0,447.0,6.1,1,0,0,0,0,0,0,0,0,0,50.0
632,429-2021-22,conorcoady,3361.0,4.0,0.0,45.0,2.0,688.0,13.4,1,0,0,0,0,0,0,0,0,0,50.0
878,419-2022-23,tinolivramento,26.0,0.0,0.0,45.0,-1.0,13.0,0.0,1,0,0,0,0,0,0,0,0,0,40.0
389,452-2020-21,benjohnson,516.0,1.0,0.0,40.0,-1.0,104.0,2.2,1,0,0,0,0,0,0,0,0,0,40.0
422,63-2021-22,nealmaupay,2269.0,8.0,3.0,65.0,-3.0,295.0,4.3,0,1,0,0,0,0,0,0,0,0,65.0
20,51-2017-18,joshuaking,2450.0,8.0,4.0,75.0,-5.0,381.0,1.9,0,1,0,0,0,0,0,0,0,0,55.0
367,457-2020-21,mattdoherty,1238.0,0.0,2.0,60.0,-4.0,222.0,3.8,1,0,0,0,0,0,0,0,0,1,60.0
701,136-2022-23,rubenloftus-cheek,1530.0,0.0,1.0,50.0,0.0,228.0,0.1,0,0,0,1,1,0,0,0,0,0,55.0
719,155-2022-23,christianbenteke,0.0,0.0,0.0,55.0,0.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,65.0
673,92-2022-23,ethanpinnock,2700.0,3.0,0.0,45.0,-1.0,575.0,0.9,1,0,0,0,0,0,0,0,0,0,45.0
308,497-2020-21,jacobmurphy,1617.0,2.0,3.0,50.0,-1.0,252.0,0.1,0,0,0,1,0,0,0,0,1,0,50.0
771,264-2022-23,harveybarnes,2709.0,13.0,2.0,70.0,-4.0,379.0,1.7,0,0,0,1,0,0,0,0,0,0,70.0
751,534-2022-23,dwightmcneil,2490.0,7.0,5.0,55.0,-3.0,505.0,2.0,0,0,0,1,0,0,0,0,0,0,60.0
650,36-2022-23,morgansanson,10.0,0.0,0.0,45.0,-2.0,6.0,0.2,0,0,0,1,0,0,0,0,0,0,50.0
507,473-2021-22,ryanbertrand,337.0,0.0,0.0,50.0,-4.0,32.0,0.3,1,0,0,0,0,0,0,0,0,0,50.0
914,488-2022-23,fabiosilva,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,60.0
51,15-2017-18,theowalcott,1214.0,3.0,3.0,75.0,-9.0,226.0,2.1,0,0,0,1,0,0,0,0,0,0,75.0
186,25-2020-21,matteoguendouzi,0.0,0.0,0.0,50.0,-3.0,0.0,0.1,0,0,0,1,0,0,0,0,0,0,45.0
594,355-2021-22,tobyalderweireld,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,55.0
437,124-2021-22,rossbarkley,174.0,1.0,0.0,55.0,-3.0,43.0,0.1,0,0,0,1,1,0,0,0,0,0,60.0
25,90-2017-18,jackcork,3420.0,2.0,1.0,45.0,0.0,533.0,3.6,0,0,0,1,0,0,0,0,0,0,50.0
761,252-2022-23,nampalysmendy,746.0,1.0,0.0,45.0,-3.0,142.0,0.4,0,0,0,1,0,0,0,0,0,0,45.0
504,218-2021-22,jamesjustin,996.0,0.0,0.0,50.0,-1.0,167.0,0.6,1,0,0,0,0,0,0,0,0,0,45.0
736,178-2022-23,seamuscoleman,1654.0,1.0,0.0,45.0,-4.0,314.0,0.3,1,0,0,0,0,0,0,0,0,0,50.0
754,203-2022-23,nathanielchalobah,11.0,0.0,0.0,45.0,-1.0,2.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
188,106-2020-21,rossbarkley,1566.0,3.0,2.0,60.0,-2.0,286.0,0.7,0,0,0,1,0,0,0,0,0,0,60.0
251,115-2020-21,rubenloftus-cheek,1962.0,1.0,0.0,60.0,-1.0,178.0,0.2,0,0,0,1,0,0,0,0,0,0,65.0
623,420-2021-22,jarrodbowen,2987.0,12.0,17.0,65.0,4.0,586.0,15.0,0,0,0,1,0,0,0,0,0,0,65.0
798,278-2022-23,alexoxlade-chamberlain,332.0,1.0,0.0,50.0,-1.0,57.0,0.0,0,0,0,1,0,1,0,0,0,0,60.0
590,352-2021-22,joehart,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,45.0
595,356-2021-22,eriklamela,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,60.0
608,354-2021-22,moussasissoko,3220.0,2.0,1.0,45.0,-2.0,408.0,2.3,0,0,0,1,0,0,0,0,0,0,50.0
567,145-2021-22,billygilmour,1852.0,0.0,1.0,45.0,-2.0,283.0,3.0,0,0,0,1,0,0,0,0,0,0,45.0
867,406-2022-23,mohamedelyounoussi,2162.0,1.0,1.0,55.0,-4.0,218.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
505,219-2021-22,lukethomas,1911.0,0.0,1.0,45.0,-2.0,349.0,0.8,1,0,0,0,0,0,0,0,0,0,45.0
624,421-2021-22,declanrice,3178.0,1.0,4.0,50.0,0.0,595.0,4.3,0,0,0,1,0,0,0,0,0,0,50.0
742,188-2022-23,yerrymina,594.0,2.0,0.0,45.0,-2.0,115.0,0.4,1,0,0,0,0,0,0,0,0,0,50.0
893,443-2022-23,cristianromero,2363.0,0.0,2.0,50.0,-1.0,447.0,1.4,1,0,0,0,0,0,0,0,0,1,50.0
618,412-2021-22,andriyyarmolenko,303.0,1.0,0.0,55.0,-5.0,73.0,0.1,0,0,0,1,0,0,0,0,0,0,60.0
323,355-2020-21,johnlundstram,2027.0,0.0,2.0,55.0,-7.0,244.0,1.3,0,0,0,1,0,0,0,0,0,0,40.0
283,257-2020-21,harrywilson,0.0,0.0,0.0,55.0,-4.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,60.0
682,526-2022-23,benmee,3269.0,3.0,2.0,45.0,3.0,643.0,14.4,1,0,0,0,0,0,0,0,0,0,50.0
776,271-2022-23,patsondaka,1169.0,4.0,4.0,60.0,-4.0,231.0,0.8,0,1,0,0,0,0,0,0,0,0,75.0
218,108-2020-21,michybatshuayi,717.0,2.0,2.0,60.0,-3.0,113.0,0.6,0,1,0,0,0,0,0,0,0,0,70.0
239,152-2020-21,seamuscoleman,1607.0,0.0,3.0,50.0,-1.0,371.0,2.4,1,0,0,0,0,0,0,0,0,0,55.0
827,338-2022-23,scottmctominay,1149.0,1.0,0.0,50.0,-1.0,146.0,0.2,0,0,0,1,0,0,0,1,0,0,55.0
616,409-2021-22,angeloogbonna,921.0,1.0,0.0,50.0,-1.0,182.0,0.2,1,0,0,0,0,0,0,0,0,0,50.0
192,60-2020-21,aaronmooy,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
191,58-2020-21,shaneduffy,0.0,0.0,0.0,45.0,-2.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50.0
299,332-2020-21,javiermanquillo,822.0,0.0,0.0,45.0,-3.0,136.0,0.2,1,0,0,0,0,0,0,0,1,0,45.0
330,529-2020-21,philjagielka,524.0,0.0,0.0,40.0,-1.0,53.0,0.5,1,0,0,0,0,0,0,0,0,0,45.0
132,377-2017-18,tobyalderweireld,1177.0,0.0,0.0,60.0,-2.0,247.0,5.0,1,0,0,0,0,0,0,0,0,1,65.0
835,195-2022-23,anthonygordon,1574.0,4.0,0.0,55.0,-4.0,186.0,0.9,0,0,0,1,0,0,0,0,1,0,45.0
252,177-2020-21,anthonyknockaert,0.0,0.0,0.0,55.0,-5.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
699,133-2022-23,kepaarrizabalaga,2565.0,0.0,0.0,45.0,0.0,575.0,6.4,0,0,1,0,1,0,0,0,0,0,50.0
263,227-2020-21,danielamartey,718.0,1.0,0.0,40.0,-1.0,121.0,1.2,1,0,0,0,0,0,0,0,0,0,45.0
70,204-2017-18,danielamartey,486.0,0.0,0.0,45.0,-2.0,53.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
272,518-2020-21,nampalysmendy,1452.0,0.0,1.0,45.0,-3.0,234.0,1.5,0,0,0,1,0,0,0,0,0,0,45.0
426,66-2021-22,alirezajahanbakhsh,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
115,307-2017-18,ryanbertrand,3135.0,0.0,5.0,55.0,-2.0,553.0,5.2,1,0,0,0,0,0,0,0,0,0,55.0
296,328-2020-21,jamaallascelles,1625.0,2.0,0.0,45.0,-3.0,229.0,0.8,1,0,0,0,0,0,0,0,1,0,45.0
565,514-2021-22,markgillespie,0.0,0.0,0.0,40.0,-1.0,0.0,0.3,0,0,1,0,0,0,0,0,1,0,45.0
706,143-2022-23,malangsarr,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,50.0
542,19-2021-22,josephwillock,2037.0,2.0,3.0,60.0,-7.0,248.0,0.8,0,0,0,1,0,0,0,0,1,0,50.0
597,358-2021-22,sergeaurier,0.0,0.0,0.0,50.0,-1.0,0.0,0.2,1,0,0,0,0,0,0,0,0,1,55.0
278,248-2020-21,alexoxlade-chamberlain,243.0,1.0,1.0,65.0,-2.0,58.0,0.1,0,0,0,1,0,1,0,0,0,0,65.0
2,16-2017-18,mesutözil,2161.0,4.0,9.0,95.0,-2.0,506.0,2.1,0,0,0,1,0,0,0,0,0,0,95.0
229,136-2020-21,connorwickham,0.0,0.0,0.0,45.0,-1.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,45.0
351,384-2020-21,dannyrose,0.0,0.0,0.0,50.0,-3.0,0.0,0.1,1,0,0,0,0,0,0,0,0,1,55.0
375,427-2020-21,marknoble,701.0,0.0,0.0,50.0,-5.0,132.0,0.3,0,0,0,1,0,0,0,0,0,0,50.0
885,432-2022-23,bendavies,2284.0,2.0,3.0,50.0,-3.0,470.0,1.0,1,0,0,0,0,0,0,0,0,1,40.0
199,69-2020-21,leandrotrossard,2602.0,5.0,6.0,60.0,-5.0,406.0,1.8,0,0,0,1,0,0,0,0,0,0,60.0
689,115-2022-23,stevenalzate,0.0,0.0,0.0,45.0,-1.0,0.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
435,120-2021-22,oliviergiroud,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,70.0
65,196-2017-18,benjaminchilwell,1848.0,0.0,2.0,45.0,-1.0,381.0,3.1,1,0,0,0,0,0,0,0,0,0,45.0
388,451-2020-21,issadiop,1379.0,2.0,0.0,45.0,-2.0,234.0,0.6,1,0,0,0,0,0,0,0,0,0,45.0
463,155-2021-22,jeffreyschlupp,1840.0,4.0,2.0,55.0,-1.0,297.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
677,96-2022-23,charliegoode,0.0,0.0,0.0,40.0,-1.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,40.0
498,210-2021-22,youritielemans,2629.0,6.0,4.0,65.0,-1.0,532.0,3.5,0,0,0,1,0,0,0,0,0,0,65.0
352,385-2020-21,moussasissoko,1576.0,0.0,0.0,50.0,-3.0,214.0,0.4,0,0,0,1,0,0,0,0,0,1,50.0
414,337-2021-22,dannyings,1891.0,7.0,6.0,80.0,-3.0,344.0,9.3,0,1,0,0,0,0,0,0,0,0,85.0
828,339-2022-23,ericbailly,0.0,0.0,0.0,40.0,0.0,0.0,0.3,1,0,0,0,0,0,0,1,0,0,50.0
273,241-2020-21,jamesmilner,1056.0,0.0,2.0,55.0,-2.0,204.0,0.1,0,0,0,1,0,1,0,0,0,0,55.0
820,315-2022-23,rodrigohernandez,2911.0,2.0,6.0,60.0,-4.0,606.0,1.9,0,0,0,1,0,0,1,0,0,0,55.0
403,13-2021-22,ainsleymaitland-niles,263.0,0.0,0.0,55.0,-3.0,44.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
692,121-2022-23,taylorrichards,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
177,8-2020-21,berndleno,3131.0,0.0,0.0,50.0,0.0,625.0,7.3,0,0,1,0,0,0,0,0,0,0,50.0
300,333-2020-21,emilkrafth,1286.0,1.0,1.0,45.0,-3.0,222.0,0.2,1,0,0,0,0,0,0,0,1,0,45.0
37,108-2017-18,rubenloftus-cheek,1871.0,2.0,5.0,45.0,-1.0,337.0,3.5,0,0,0,1,0,0,0,0,0,0,55.0
202,76-2020-21,yvesbissouma,3112.0,1.0,0.0,45.0,-1.0,487.0,1.6,0,0,0,1,0,0,0,0,0,0,50.0
236,486-2020-21,scottdann,1350.0,1.0,1.0,45.0,-3.0,233.0,0.5,1,0,0,0,0,0,0,0,0,0,45.0
149,417-2017-18,troydeeney,1836.0,5.0,2.0,65.0,-2.0,241.0,0.8,0,1,0,0,0,0,0,0,0,0,70.0
217,232-2020-21,benjaminchilwell,2286.0,3.0,6.0,55.0,4.0,549.0,14.6,1,0,0,0,1,0,0,0,0,0,55.0
614,408-2021-22,lukaszfabianski,3330.0,0.0,0.0,50.0,0.0,661.0,2.8,0,0,1,0,0,0,0,0,0,0,50.0
409,27-2021-22,williamsaliba,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45.0
487,200-2021-22,kasperschmeichel,3330.0,0.0,0.0,50.0,0.0,706.0,18.2,0,0,1,0,0,0,0,0,0,0,55.0
902,461-2022-23,kurtzouma,1988.0,2.0,1.0,45.0,-1.0,385.0,1.4,1,0,0,0,0,0,0,0,0,0,55.0
601,364-2021-22,bendavies,2537.0,1.0,2.0,45.0,0.0,490.0,3.1,1,0,0,0,0,0,0,0,0,1,50.0
302,336-2020-21,isaachayden,1942.0,0.0,0.0,50.0,-4.0,211.0,0.0,0,0,0,1,0,0,0,0,1,0,45.0
783,226-2022-23,stuartdallas,0.0,0.0,0.0,50.0,-1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55.0
836,350-2022-23,mattritchie,35.0,0.0,0.0,45.0,-3.0,24.0,0.1,1,0,0,0,0,0,0,0,1,0,50.0
609,377-2021-22,dannyrose,688.0,0.0,0.0,45.0,-3.0,75.0,0.2,1,0,0,0,0,0,0,0,0,0,50.0
843,360-2022-23,jamaallascelles,214.0,0.0,0.0,45.0,-2.0,22.0,0.1,1,0,0,0,0,0,0,0,1,0,45.0
645,26-2022-23,williamsaliba,2415.0,2.0,1.0,45.0,4.0,571.0,15.6,1,0,0,0,0,0,0,0,0,0,45.0
464,157-2021-22,jairoriedewald,116.0,0.0,0.0,50.0,-3.0,16.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
830,341-2022-23,aaronwan-bissaka,1432.0,0.0,0.0,45.0,-2.0,308.0,1.8,1,0,0,0,0,0,0,1,0,0,55.0
193,61-2020-21,danburn,2057.0,1.0,0.0,45.0,-3.0,330.0,0.7,1,0,0,0,0,0,0,0,0,0,45.0
235,143-2020-21,maxmeyer,0.0,0.0,0.0,50.0,-3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
360,394-2020-21,bamidelealli,613.0,0.0,2.0,80.0,-6.0,101.0,0.6,0,0,0,1,0,0,0,0,0,1,85.0
808,294-2022-23,harveyelliott,1600.0,1.0,2.0,50.0,-2.0,286.0,0.5,0,0,0,1,0,1,0,0,0,0,55.0
55,140-2017-18,philjagielka,2063.0,0.0,0.0,50.0,-3.0,415.0,2.7,1,0,0,0,0,0,0,0,0,0,50.0
613,407-2021-22,darrenrandolph,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,45.0
96,379-2017-18,kylewalker,2784.0,0.0,6.0,65.0,1.0,691.0,12.3,1,0,0,0,0,0,1,0,0,0,55.0
141,391-2017-18,harrywinks,768.0,0.0,1.0,50.0,-2.0,167.0,0.1,0,0,0,1,0,0,0,0,0,1,45.0
644,23-2022-23,reissnelson,202.0,3.0,3.0,50.0,-3.0,127.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
839,355-2022-23,martindubravka,156.0,0.0,0.0,45.0,-4.0,49.0,0.4,0,0,1,0,0,0,0,0,1,0,45.0
500,213-2021-22,kelechiiheanacho,1253.0,4.0,6.0,75.0,-5.0,246.0,3.2,0,1,0,0,0,0,0,0,0,0,60.0
518,198-2021-22,pascalstruijk,2050.0,1.0,1.0,45.0,-2.0,339.0,0.2,1,0,0,0,0,0,0,0,0,0,40.0
120,321-2017-18,pierre-emilehøjbjerg,1666.0,0.0,0.0,45.0,-2.0,261.0,0.4,0,0,0,1,0,0,0,0,0,0,45.0
552,297-2021-22,jeffhendrick,69.0,1.0,0.0,50.0,-2.0,25.0,0.0,0,0,0,1,0,0,0,0,1,0,50.0
62,189-2017-18,kasperschmeichel,2965.0,0.0,0.0,50.0,1.0,592.0,4.1,0,0,1,0,0,0,0,0,0,0,50.0
691,118-2022-23,enockmwepu,209.0,0.0,1.0,55.0,-2.0,29.0,0.0,0,0,0,1,0,0,0,0,0,0,60.0
371,358-2020-21,callumrobinson,1552.0,5.0,3.0,55.0,-3.0,276.0,0.8,0,1,0,0,0,0,0,0,0,0,55.0
3,18-2017-18,aaronramsey,1844.0,7.0,10.0,70.0,-2.0,503.0,4.5,0,0,0,1,0,0,0,0,0,0,80.0
58,150-2017-18,jamesmccarthy,204.0,0.0,0.0,50.0,-1.0,41.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
223,129-2020-21,jamestomkins,551.0,0.0,0.0,45.0,-1.0,97.0,0.0,1,0,0,0,0,0,0,0,0,0,50.0
809,498-2022-23,rhyswilliams,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,45.0
101,265-2017-18,lukeshaw,787.0,0.0,0.0,50.0,-2.0,216.0,0.5,1,0,0,0,0,0,0,1,0,0,55.0
655,41-2022-23,marvelousnakamba,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,0,0,0,1,0,0,0,0,0,0,45.0
221,127-2020-21,mamadousakho,275.0,0.0,0.0,45.0,-1.0,33.0,0.1,1,0,0,0,0,0,0,0,0,0,50.0
387,450-2020-21,pablofornals,2571.0,5.0,7.0,65.0,-7.0,430.0,0.5,0,0,0,1,0,0,0,0,0,0,65.0
4,21-2017-18,alexiwobi,1827.0,3.0,5.0,55.0,-4.0,426.0,1.0,0,0,0,1,0,0,0,0,0,0,60.0
52,135-2017-18,jordanpickford,3420.0,0.0,0.0,50.0,-1.0,724.0,8.3,0,0,1,0,0,0,0,0,0,0,40.0
17,46-2017-18,lewiscook,2234.0,0.0,2.0,45.0,-2.0,337.0,1.2,0,0,0,1,0,0,0,0,0,0,45.0
676,95-2022-23,bryanmbeumo,2905.0,9.0,9.0,60.0,-3.0,556.0,4.0,0,1,0,0,0,0,0,0,0,0,55.0
306,480-2020-21,seanlongstaff,1405.0,0.0,1.0,50.0,-4.0,168.0,0.1,0,0,0,1,0,0,0,0,1,0,50.0
155,431-2017-18,jonathanleko,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
515,193-2021-22,tylerroberts,976.0,1.0,1.0,50.0,-2.0,105.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
910,556-2022-23,conorcoventry,1.0,0.0,0.0,45.0,-1.0,3.0,0.1,0,0,0,1,0,0,0,0,0,0,45.0
248,164-2020-21,dominiccalvert-lewin,2871.0,16.0,6.0,70.0,5.0,528.0,29.5,0,1,0,0,0,0,0,0,0,0,60.0
249,165-2020-21,masonholgate,2286.0,1.0,0.0,50.0,-2.0,426.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0
358,391-2020-21,ericdier,2520.0,0.0,0.0,50.0,-4.0,463.0,2.4,1,0,0,0,0,0,0,0,0,1,50.0
390,453-2020-21,johnruddy,91.0,0.0,0.0,45.0,-2.0,19.0,0.2,0,0,1,0,0,0,0,0,0,0,45.0
744,190-2022-23,tomdavies,524.0,0.0,0.0,50.0,-1.0,55.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
774,268-2022-23,jamesjustin,1252.0,0.0,2.0,45.0,-4.0,263.0,0.4,1,0,0,0,0,0,0,0,0,0,50.0
30,25-2017-18,oliviergiroud,981.0,7.0,1.0,85.0,-1.0,273.0,3.7,0,1,0,0,1,0,0,0,0,0,90.0
686,106-2022-23,lewisdunk,3240.0,1.0,1.0,45.0,3.0,648.0,8.2,1,0,0,0,0,0,0,0,0,0,50.0
880,425-2022-23,hugolloris,2205.0,0.0,0.0,55.0,-1.0,456.0,3.2,0,0,1,0,0,0,0,0,0,1,55.0
117,310-2017-18,cédricsoares,2794.0,0.0,3.0,50.0,-3.0,481.0,4.0,1,0,0,0,0,0,0,0,0,0,50.0
447,136-2021-22,tammyabraham,0.0,0.0,0.0,65.0,0.0,0.0,0.1,0,1,0,0,1,0,0,0,0,0,75.0
116,309-2017-18,matttargett,166.0,0.0,0.0,45.0,-2.0,35.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
