,unique_id,full_name,position,teams,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value
471,117-2019-20,rossbarkley,MID,chelsea,1095.0,1.0,5.0,208.0,1.6,60.0,-4.0,60.0
472,119-2019-20,n'golokanté,MID,chelsea,1730.0,3.0,0.0,294.0,3.5,50.0,0.0,50.0
473,121-2019-20,ethanampadu,DEF,chelsea,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,45.0
474,432-2019-20,mateokovacic,MID,chelsea,2065.0,1.0,3.0,461.0,0.9,55.0,-2.0,60.0
475,460-2019-20,tammyabraham,FWD,chelsea,2206.0,15.0,6.0,461.0,14.0,70.0,3.0,55.0
476,124-2019-20,jamestomkins,DEF,crystalpalace,1582.0,1.0,1.0,260.0,0.2,50.0,-1.0,45.0
477,125-2019-20,mamadousakho,DEF,crystalpalace,929.0,0.0,0.0,148.0,0.1,50.0,0.0,50.0
478,126-2019-20,joelward,DEF,crystalpalace,2380.0,0.0,1.0,392.0,1.5,45.0,-2.0,45.0
479,127-2019-20,scottdann,DEF,crystalpalace,1264.0,0.0,1.0,253.0,0.2,45.0,-2.0,45.0
480,128-2019-20,martinkelly,DEF,crystalpalace,1547.0,0.0,1.0,288.0,14.7,40.0,1.0,40.0
481,129-2019-20,christianbenteke,FWD,crystalpalace,1252.0,2.0,1.0,133.0,0.5,60.0,-3.0,65.0
482,130-2019-20,connorwickham,FWD,crystalpalace,90.0,1.0,1.0,48.0,1.8,45.0,-2.0,50.0
483,131-2019-20,vicenteguaita,GK,crystalpalace,3150.0,0.0,0.0,643.0,1.6,50.0,-1.0,45.0
484,132-2019-20,waynehennessey,GK,crystalpalace,270.0,0.0,0.0,58.0,0.6,45.0,-3.0,45.0
485,133-2019-20,wilfriedzaha,MID,crystalpalace,3279.0,4.0,6.0,337.0,8.4,70.0,-4.0,70.0
486,134-2019-20,lukamilivojevic,MID,crystalpalace,2510.0,3.0,1.0,382.0,1.9,70.0,-3.0,65.0
487,135-2019-20,androstownsend,MID,crystalpalace,1284.0,1.0,1.0,221.0,0.9,60.0,-4.0,60.0
488,136-2019-20,maxmeyer,MID,crystalpalace,645.0,0.0,0.0,67.0,0.1,55.0,-3.0,60.0
489,137-2019-20,jeffreyschlupp,MID,crystalpalace,1030.0,3.0,1.0,148.0,0.1,55.0,-1.0,45.0
490,138-2019-20,jamesmcarthur,MID,crystalpalace,3091.0,0.0,4.0,420.0,0.6,55.0,-3.0,50.0
491,139-2019-20,cheikhoukouyaté,MID,crystalpalace,2524.0,1.0,2.0,288.0,0.2,50.0,-2.0,50.0
492,157-2019-20,jamesmccarthy,MID,crystalpalace,1668.0,0.0,0.0,205.0,0.9,45.0,-3.0,45.0
493,468-2019-20,jordanayew,FWD,crystalpalace,3148.0,9.0,3.0,443.0,7.3,50.0,1.0,60.0
494,503-2019-20,garycahill,DEF,crystalpalace,2167.0,0.0,1.0,395.0,1.2,45.0,-2.0,55.0
495,17-2019-20,alexiwobi,MID,everton,1591.0,1.0,0.0,227.0,0.9,60.0,-4.0,55.0
496,141-2019-20,lucasdigne,DEF,everton,3031.0,0.0,8.0,646.0,13.4,60.0,-1.0,50.0
497,142-2019-20,yerrymina,DEF,everton,2281.0,2.0,1.0,419.0,1.9,55.0,-2.0,55.0
498,143-2019-20,michaelkeane,DEF,everton,2556.0,2.0,0.0,490.0,2.4,55.0,-3.0,50.0
499,144-2019-20,seamuscoleman,DEF,everton,1833.0,0.0,1.0,325.0,1.2,55.0,-2.0,55.0
500,146-2019-20,cenktosun,FWD,everton,462.0,2.0,0.0,86.0,0.1,60.0,-3.0,70.0
501,147-2019-20,dominiccalvert-lewin,FWD,everton,2621.0,13.0,1.0,385.0,7.9,60.0,1.0,55.0
502,148-2019-20,jordanpickford,GK,everton,3420.0,0.0,0.0,626.0,6.3,55.0,-3.0,50.0
503,151-2019-20,gylfisigurdsson,MID,everton,2555.0,2.0,4.0,397.0,2.4,80.0,-7.0,75.0
504,153-2019-20,theowalcott,MID,everton,1281.0,2.0,4.0,186.0,0.4,65.0,-3.0,65.0
505,154-2019-20,tomdavies,MID,everton,2020.0,1.0,1.0,233.0,0.1,55.0,-2.0,55.0
506,155-2019-20,ademolalookman,MID,everton,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.0
507,156-2019-20,idrissagueye,MID,everton,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
508,205-2019-20,fabiandelph,MID,everton,1187.0,0.0,0.0,202.0,0.2,55.0,-2.0,55.0
509,478-2019-20,masonholgate,DEF,everton,2052.0,0.0,4.0,412.0,1.6,45.0,-3.0,45.0
510,479-2019-20,jonaslössl,GK,everton,0.0,0.0,0.0,0.0,0.2,45.0,-3.0,45.0
511,161-2019-20,benjaminchilwell,DEF,leicestercity,2374.0,3.0,3.0,501.0,6.3,55.0,-1.0,50.0
512,162-2019-20,jonnyevans,DEF,leicestercity,3384.0,1.0,2.0,707.0,5.7,50.0,3.0,50.0
513,163-2019-20,christianfuchs,DEF,leicestercity,770.0,0.0,0.0,139.0,0.3,45.0,-3.0,45.0
514,165-2019-20,wesmorgan,DEF,leicestercity,430.0,0.0,0.0,87.0,0.6,45.0,-4.0,45.0
515,166-2019-20,jamievardy,FWD,leicestercity,3032.0,23.0,7.0,775.0,27.2,90.0,7.0,90.0
516,167-2019-20,kelechiiheanacho,FWD,leicestercity,953.0,5.0,4.0,204.0,0.5,60.0,-3.0,60.0
517,168-2019-20,kasperschmeichel,GK,leicestercity,3420.0,0.0,0.0,707.0,12.8,50.0,5.0,50.0
518,169-2019-20,eldinjakupovic,GK,leicestercity,0.0,0.0,0.0,0.0,0.1,45.0,-3.0,45.0
519,170-2019-20,dannyward,GK,leicestercity,0.0,0.0,0.0,0.0,0.2,45.0,-3.0,45.0
520,171-2019-20,jamesmaddison,MID,leicestercity,2624.0,6.0,5.0,548.0,12.1,70.0,3.0,65.0
521,174-2019-20,marcalbrighton,MID,leicestercity,857.0,0.0,3.0,185.0,0.2,55.0,-4.0,55.0
522,175-2019-20,demaraigray,MID,leicestercity,605.0,2.0,4.0,151.0,0.3,55.0,-5.0,55.0
523,176-2019-20,wilfredndidi,MID,leicestercity,2671.0,2.0,1.0,443.0,1.7,50.0,0.0,50.0
524,177-2019-20,mattyjames,MID,leicestercity,5.0,0.0,0.0,3.0,0.2,45.0,-2.0,45.0
525,178-2019-20,danielamartey,DEF,leicestercity,0.0,0.0,0.0,0.0,0.3,45.0,-3.0,45.0
526,180-2019-20,hamzachoudhury,MID,leicestercity,883.0,1.0,1.0,153.0,0.7,45.0,-3.0,45.0
527,265-2019-20,ayozepérez,MID,leicestercity,1998.0,8.0,5.0,402.0,5.0,65.0,-5.0,65.0
528,404-2019-20,ryanbennett,DEF,leicestercity,932.0,0.0,0.0,176.0,0.3,50.0,-2.0,40.0
529,181-2019-20,andrewrobertson,DEF,liverpool,3111.0,2.0,12.0,847.0,18.1,70.0,0.0,60.0
530,182-2019-20,trentalexander-arnold,DEF,liverpool,3173.0,4.0,15.0,904.0,39.1,70.0,7.0,50.0
531,184-2019-20,josephgomez,DEF,liverpool,1999.0,0.0,0.0,461.0,3.9,55.0,-2.0,50.0
532,185-2019-20,joelmatip,DEF,liverpool,703.0,1.0,0.0,167.0,1.1,55.0,-3.0,50.0
533,187-2019-20,robertofirmino,FWD,liverpool,2985.0,9.0,9.0,592.0,10.1,95.0,-2.0,95.0
534,191-2019-20,mohamedsalah,MID,liverpool,2879.0,19.0,10.0,661.0,32.4,125.0,0.0,130.0
535,192-2019-20,sadiomané,MID,liverpool,2745.0,18.0,10.0,689.0,19.7,115.0,6.0,95.0
536,193-2019-20,alexoxlade-chamberlain,MID,liverpool,1475.0,4.0,1.0,268.0,0.6,65.0,-4.0,65.0
537,194-2019-20,xherdanshaqiri,MID,liverpool,181.0,1.0,0.0,54.0,0.2,65.0,-2.0,75.0
538,195-2019-20,adamlallana,MID,liverpool,371.0,1.0,1.0,97.0,0.1,60.0,-3.0,70.0
539,196-2019-20,nabykeita,MID,liverpool,806.0,2.0,3.0,224.0,0.3,60.0,-2.0,75.0
540,198-2019-20,jordanhenderson,MID,liverpool,2234.0,4.0,5.0,530.0,1.2,55.0,-3.0,55.0
541,199-2019-20,georginiowijnaldum,MID,liverpool,2933.0,4.0,0.0,503.0,2.1,55.0,-1.0,55.0
542,200-2019-20,jamesmilner,MID,liverpool,924.0,2.0,2.0,198.0,0.5,55.0,-2.0,55.0
543,202-2019-20,aymericlaporte,DEF,manchestercity,1096.0,1.0,0.0,298.0,4.1,65.0,-2.0,55.0
544,203-2019-20,kylewalker,DEF,manchestercity,2392.0,1.0,4.0,573.0,13.2,60.0,-3.0,65.0
545,204-2019-20,benjaminmendy,DEF,manchestercity,1491.0,0.0,2.0,378.0,1.6,60.0,-5.0,60.0
546,206-2019-20,oleksandrzinchenko,DEF,manchestercity,1271.0,0.0,0.0,295.0,2.4,55.0,-3.0,50.0
547,207-2019-20,johnstones,DEF,manchestercity,1118.0,0.0,0.0,231.0,1.0,55.0,-2.0,55.0
548,208-2019-20,nicolásotamendi,DEF,manchestercity,1710.0,2.0,1.0,389.0,2.4,55.0,-7.0,65.0
549,210-2019-20,sergioagüero,FWD,manchestercity,1449.0,16.0,6.0,509.0,11.8,120.0,-4.0,110.0
550,213-2019-20,claudiobravo,GK,manchestercity,346.0,0.0,0.0,69.0,0.3,50.0,-3.0,50.0
551,214-2019-20,raheemsterling,MID,manchestercity,2651.0,20.0,6.0,642.0,23.2,120.0,0.0,110.0
552,217-2019-20,riyadmahrez,MID,manchestercity,1934.0,11.0,14.0,668.0,10.1,85.0,1.0,90.0
553,220-2019-20,philfoden,MID,manchestercity,888.0,5.0,2.0,261.0,6.0,55.0,0.0,50.0
554,222-2019-20,ilkaygündogan,MID,manchestercity,2012.0,2.0,1.0,382.0,1.2,55.0,-4.0,55.0
555,122-2019-20,aaronwan-bissaka,DEF,manchesterunited,3070.0,0.0,4.0,659.0,18.9,55.0,0.0,40.0
556,160-2019-20,harrymaguire,DEF,manchesterunited,3420.0,1.0,0.0,681.0,11.2,55.0,-2.0,55.0
557,223-2019-20,chrissmalling,DEF,manchesterunited,0.0,0.0,0.0,0.0,0.1,55.0,-3.0,60.0
558,224-2019-20,ashleyyoung,DEF,manchesterunited,953.0,0.0,0.0,158.0,0.3,55.0,-1.0,60.0
559,225-2019-20,victorlindelöf,DEF,manchesterunited,3092.0,1.0,0.0,618.0,1.2,55.0,-2.0,50.0
560,226-2019-20,lukeshaw,DEF,manchesterunited,1730.0,0.0,0.0,381.0,0.7,55.0,-1.0,50.0
561,227-2019-20,marcosrojo,DEF,manchesterunited,121.0,0.0,0.0,9.0,0.1,50.0,-2.0,50.0
562,228-2019-20,ericbailly,DEF,manchesterunited,148.0,0.0,0.0,40.0,0.1,50.0,-3.0,55.0
563,231-2019-20,philjones,DEF,manchesterunited,135.0,0.0,0.0,22.0,0.1,50.0,-3.0,55.0
564,232-2019-20,romelulukaku,FWD,manchesterunited,0.0,0.0,0.0,0.0,0.3,85.0,0.0,110.0
565,233-2019-20,marcusrashford,MID,manchesterunited,2645.0,17.0,8.0,665.0,18.1,85.0,4.0,70.0
566,236-2019-20,sergioromero,GK,manchesterunited,0.0,0.0,0.0,0.0,0.2,50.0,-4.0,50.0
567,237-2019-20,leegrant,GK,manchesterunited,0.0,0.0,0.0,0.0,0.1,50.0,-3.0,50.0
568,238-2019-20,paulpogba,MID,manchesterunited,1202.0,1.0,4.0,215.0,3.5,85.0,-2.0,80.0
569,239-2019-20,anthonymartial,FWD,manchesterunited,2625.0,17.0,9.0,544.0,22.5,75.0,10.0,75.0
570,241-2019-20,jesselingard,MID,manchesterunited,923.0,1.0,0.0,99.0,0.7,65.0,-2.0,70.0
571,242-2019-20,juanmata,MID,manchesterunited,747.0,0.0,2.0,139.0,0.4,65.0,-4.0,65.0
572,246-2019-20,andreaspereira,MID,manchesterunited,1478.0,1.0,3.0,198.0,0.4,50.0,-3.0,50.0
573,247-2019-20,nemanjamatic,MID,manchesterunited,1578.0,0.0,2.0,287.0,0.4,50.0,-2.0,50.0
574,248-2019-20,scottmctominay,MID,manchesterunited,1765.0,3.0,2.0,310.0,1.0,50.0,-2.0,45.0
575,251-2019-20,mattritchie,MID,newcastleunited,1312.0,2.0,1.0,293.0,0.9,55.0,-2.0,60.0
576,252-2019-20,fabianschär,DEF,newcastleunited,1669.0,2.0,1.0,297.0,1.1,50.0,0.0,50.0
577,253-2019-20,deandreyedlin,DEF,newcastleunited,934.0,1.0,0.0,122.0,0.1,45.0,-1.0,45.0
578,254-2019-20,federicofernández,DEF,newcastleunited,2617.0,2.0,3.0,507.0,2.9,45.0,1.0,45.0
579,255-2019-20,pauldummett,DEF,newcastleunited,1227.0,0.0,0.0,230.0,0.2,45.0,-2.0,45.0
580,256-2019-20,javiermanquillo,DEF,newcastleunited,1597.0,0.0,1.0,288.0,0.2,45.0,-2.0,45.0
581,257-2019-20,florianlejeune,DEF,newcastleunited,440.0,2.0,0.0,88.0,0.0,45.0,-2.0,45.0
582,258-2019-20,jamaallascelles,DEF,newcastleunited,2076.0,1.0,0.0,358.0,3.8,45.0,-3.0,50.0
583,259-2019-20,ciaranclark,DEF,newcastleunited,1186.0,2.0,0.0,216.0,0.2,45.0,-2.0,45.0
584,260-2019-20,yoshinorimuto,FWD,newcastleunited,207.0,0.0,0.0,25.0,0.1,55.0,-4.0,60.0
585,262-2019-20,martindubravka,GK,newcastleunited,3420.0,0.0,0.0,719.0,2.0,50.0,1.0,50.0
586,263-2019-20,karldarlow,GK,newcastleunited,0.0,0.0,0.0,0.0,0.1,45.0,-2.0,45.0
587,267-2019-20,christianatsu,MID,newcastleunited,738.0,0.0,3.0,104.0,0.1,55.0,-2.0,55.0
588,269-2019-20,jonjoshelvey,MID,newcastleunited,2118.0,6.0,2.0,437.0,1.0,50.0,-1.0,55.0
589,271-2019-20,isaachayden,MID,newcastleunited,2220.0,1.0,4.0,309.0,3.1,45.0,-1.0,45.0
590,332-2019-20,dannyrose,DEF,newcastleunited,1753.0,0.0,0.0,290.0,1.3,55.0,-2.0,60.0
591,483-2019-20,jacobmurphy,MID,newcastleunited,0.0,0.0,0.0,0.0,0.0,50.0,-3.0,50.0
592,520-2019-20,andycarroll,FWD,newcastleunited,617.0,0.0,4.0,87.0,0.1,55.0,-1.0,55.0
593,454-2019-20,sambyram,DEF,norwichcity,1292.0,0.0,0.0,201.0,0.1,45.0,-2.0,45.0
594,70-2019-20,lysmousset,FWD,sheffieldunited,1223.0,6.0,4.0,248.0,2.7,50.0,-7.0,50.0
595,444-2019-20,philjagielka,DEF,sheffieldunited,240.0,0.0,0.0,50.0,0.4,45.0,-4.0,45.0
596,304-2019-20,jannikvestergaard,DEF,southampton,1496.0,1.0,0.0,286.0,1.9,50.0,-5.0,50.0
597,305-2019-20,ryanbertrand,DEF,southampton,2742.0,1.0,1.0,432.0,1.0,50.0,-2.0,50.0
598,307-2019-20,janbednarek,DEF,southampton,3057.0,1.0,1.0,539.0,1.3,45.0,-1.0,40.0
599,308-2019-20,jackstephens,DEF,southampton,2451.0,1.0,3.0,432.0,2.2,45.0,-1.0,45.0
600,312-2019-20,charlieaustin,FWD,southampton,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0
601,313-2019-20,dannyings,FWD,southampton,2800.0,22.0,2.0,736.0,31.4,60.0,16.0,55.0
602,315-2019-20,shanelong,FWD,southampton,1386.0,2.0,3.0,159.0,2.1,50.0,-4.0,50.0
603,317-2019-20,fraserforster,GK,southampton,0.0,0.0,0.0,0.0,0.3,45.0,-3.0,45.0
604,318-2019-20,alexmccarthy,GK,southampton,2520.0,0.0,0.0,491.0,3.9,45.0,0.0,45.0
605,319-2019-20,angusgunn,GK,southampton,900.0,0.0,0.0,166.0,1.3,45.0,-3.0,45.0
606,320-2019-20,nathanredmond,MID,southampton,2763.0,4.0,4.0,412.0,1.0,65.0,-3.0,55.0
607,321-2019-20,jamesward-prowse,MID,southampton,3420.0,5.0,4.0,587.0,1.7,60.0,-3.0,55.0
608,322-2019-20,mohamedelyounoussi,MID,southampton,0.0,0.0,0.0,0.0,0.0,55.0,-3.0,65.0
609,323-2019-20,stuartarmstrong,MID,southampton,1706.0,5.0,4.0,301.0,1.0,55.0,-3.0,55.0
610,324-2019-20,mariolemina,MID,southampton,0.0,0.0,0.0,0.0,0.0,50.0,-4.0,50.0
611,325-2019-20,pierre-emilehøjbjerg,MID,southampton,2750.0,0.0,3.0,412.0,0.3,50.0,-2.0,45.0
612,337-2019-20,kylewalker-peters,DEF,southampton,944.0,0.0,1.0,194.0,0.7,50.0,-6.0,45.0
613,508-2019-20,sofianeboufal,MID,southampton,753.0,0.0,3.0,99.0,0.1,55.0,0.0,55.0
614,329-2019-20,bendavies,DEF,tottenhamhotspur,1430.0,0.0,0.0,223.0,0.3,55.0,-2.0,60.0
615,331-2019-20,tobyalderweireld,DEF,tottenhamhotspur,2957.0,2.0,2.0,576.0,5.0,55.0,-2.0,60.0
616,333-2019-20,davinsonsánchez,DEF,tottenhamhotspur,2431.0,0.0,2.0,443.0,1.0,55.0,-2.0,60.0
617,334-2019-20,kierantrippier,DEF,tottenhamhotspur,0.0,0.0,0.0,0.0,0.1,55.0,0.0,60.0
618,336-2019-20,sergeaurier,DEF,tottenhamhotspur,2699.0,1.0,7.0,623.0,7.7,50.0,1.0,60.0
619,338-2019-20,harrykane,FWD,tottenhamhotspur,2588.0,18.0,2.0,587.0,13.1,110.0,0.0,125.0
620,340-2019-20,hugolloris,GK,tottenhamhotspur,1808.0,0.0,0.0,422.0,4.1,55.0,-2.0,55.0
621,342-2019-20,heung-minson,MID,tottenhamhotspur,2478.0,11.0,13.0,544.0,8.5,95.0,2.0,85.0
622,343-2019-20,christianeriksen,MID,tottenhamhotspur,1090.0,2.0,2.0,205.0,2.3,90.0,-4.0,95.0
623,344-2019-20,bamidelealli,MID,tottenhamhotspur,1845.0,8.0,6.0,349.0,2.7,85.0,-2.0,90.0
624,346-2019-20,eriklamela,MID,tottenhamhotspur,1203.0,2.0,5.0,220.0,1.1,60.0,-3.0,65.0
625,347-2019-20,harrywinks,MID,tottenhamhotspur,2223.0,0.0,0.0,369.0,0.3,55.0,-3.0,55.0
626,349-2019-20,moussasissoko,MID,tottenhamhotspur,2451.0,2.0,1.0,386.0,1.3,50.0,-2.0,50.0
627,350-2019-20,ericdier,DEF,tottenhamhotspur,1340.0,0.0,2.0,172.0,0.2,50.0,-2.0,50.0
628,524-2019-20,ryansessegnon,DEF,tottenhamhotspur,341.0,0.0,0.0,41.0,0.1,55.0,-1.0,65.0
629,354-2019-20,christiankabasele,DEF,watford,2250.0,0.0,2.0,382.0,0.5,45.0,-2.0,45.0
630,355-2019-20,adammasina,DEF,watford,1815.0,1.0,0.0,281.0,0.3,45.0,-2.0,45.0
631,358-2019-20,craigcathcart,DEF,watford,2488.0,0.0,0.0,441.0,2.8,45.0,-4.0,45.0
632,360-2019-20,marcnavarro,DEF,watford,0.0,0.0,0.0,0.0,0.3,40.0,-1.0,45.0
633,362-2019-20,troydeeney,FWD,watford,2224.0,10.0,2.0,403.0,1.7,65.0,-3.0,60.0
634,364-2019-20,andregray,FWD,watford,741.0,2.0,1.0,117.0,0.4,60.0,-5.0,60.0
635,366-2019-20,benfoster,GK,watford,3420.0,0.0,0.0,686.0,3.6,50.0,-1.0,45.0
636,368-2019-20,abdoulayedoucouré,MID,watford,3156.0,4.0,4.0,459.0,1.7,60.0,-6.0,60.0
637,370-2019-20,willhughes,MID,watford,2249.0,1.0,1.0,265.0,0.3,55.0,-2.0,50.0
638,371-2019-20,tomcleverley,MID,watford,964.0,1.0,0.0,153.0,0.1,50.0,-2.0,50.0
639,372-2019-20,kensema,MID,watford,0.0,0.0,0.0,0.0,0.0,50.0,-3.0,50.0
640,374-2019-20,nathanielchalobah,MID,watford,919.0,0.0,1.0,142.0,0.2,45.0,-1.0,45.0
641,375-2019-20,domingosquina,MID,watford,18.0,0.0,0.0,10.0,0.1,45.0,-2.0,45.0
642,512-2019-20,dannywelbeck,FWD,watford,813.0,2.0,1.0,93.0,0.2,60.0,-2.0,65.0
643,376-2019-20,aaroncresswell,DEF,westhamunited,2727.0,3.0,0.0,444.0,1.5,50.0,-5.0,55.0
644,377-2019-20,angeloogbonna,DEF,westhamunited,2786.0,2.0,0.0,453.0,0.9,45.0,0.0,45.0
645,378-2019-20,arthurmasuaku,DEF,westhamunited,930.0,0.0,1.0,166.0,0.4,45.0,-4.0,45.0
646,380-2019-20,ryanfredericks,DEF,westhamunited,2235.0,0.0,3.0,423.0,0.4,45.0,-1.0,50.0
647,381-2019-20,issadiop,DEF,westhamunited,2765.0,3.0,1.0,424.0,2.5,45.0,-2.0,45.0
648,382-2019-20,fabiánbalbuena,DEF,westhamunited,1176.0,1.0,0.0,210.0,0.3,45.0,-2.0,45.0
649,383-2019-20,winstonreid,DEF,westhamunited,0.0,0.0,0.0,0.0,3.6,40.0,-1.0,45.0
650,388-2019-20,lukaszfabianski,GK,westhamunited,2117.0,0.0,0.0,414.0,2.2,50.0,-1.0,45.0
651,389-2019-20,michailantonio,FWD,westhamunited,1767.0,10.0,4.0,284.0,5.4,70.0,1.0,70.0
652,391-2019-20,manuellanzini,MID,westhamunited,1370.0,0.0,3.0,234.0,0.7,65.0,-4.0,65.0
653,392-2019-20,andriyyarmolenko,MID,westhamunited,981.0,5.0,1.0,231.0,0.7,60.0,-8.0,70.0
654,393-2019-20,robertsnodgrass,MID,westhamunited,1504.0,5.0,5.0,312.0,0.6,55.0,-5.0,55.0
655,394-2019-20,jackwilshere,MID,westhamunited,209.0,0.0,0.0,14.0,0.2,50.0,-4.0,50.0
656,395-2019-20,declanrice,MID,westhamunited,3420.0,1.0,5.0,616.0,1.8,50.0,-3.0,45.0
657,396-2019-20,marknoble,MID,westhamunited,2675.0,4.0,4.0,504.0,1.0,50.0,-1.0,50.0
658,401-2019-20,mattdoherty,DEF,wolverhamptonwanderers,2836.0,4.0,8.0,590.0,12.7,60.0,5.0,45.0
659,403-2019-20,conorcoady,DEF,wolverhamptonwanderers,3420.0,0.0,0.0,648.0,2.5,50.0,1.0,45.0
660,405-2019-20,willyboly,DEF,wolverhamptonwanderers,1980.0,0.0,1.0,470.0,4.1,50.0,-1.0,45.0
661,407-2019-20,romainsaïss,DEF,wolverhamptonwanderers,2703.0,2.0,2.0,525.0,5.5,45.0,2.0,45.0
662,409-2019-20,raúljiménez,FWD,wolverhamptonwanderers,3241.0,17.0,7.0,685.0,29.5,75.0,5.0,55.0
663,410-2019-20,diogojota,MID,wolverhamptonwanderers,2278.0,7.0,3.0,348.0,4.8,65.0,-5.0,65.0
664,412-2019-20,johnruddy,GK,wolverhamptonwanderers,0.0,0.0,0.0,0.0,0.4,45.0,-3.0,45.0
665,413-2019-20,willnorris,GK,wolverhamptonwanderers,0.0,0.0,0.0,0.0,0.7,40.0,-1.0,40.0
666,416-2019-20,morgangibbs-white,MID,wolverhamptonwanderers,125.0,0.0,1.0,39.0,0.1,50.0,-3.0,45.0
667,417-2019-20,adamatraoré,MID,wolverhamptonwanderers,2599.0,4.0,9.0,522.0,13.2,50.0,6.0,55.0
668,420-2019-20,leanderdendoncker,MID,wolverhamptonwanderers,2790.0,4.0,0.0,426.0,8.5,45.0,-1.0,45.0
669,2-2020-21,sokratispapastathopoulos,DEF,arsenal,0.0,0.0,0.0,0.0,0.1,50.0,-2.0,50.0
670,4-2020-21,pierre-emerickaubameyang,MID,arsenal,2330.0,10.0,3.0,358.0,7.2,120.0,-7.0,110.0
671,6-2020-21,alexandrelacazette,FWD,arsenal,1916.0,13.0,3.0,452.0,4.3,85.0,-1.0,95.0
672,7-2020-21,shkodranmustafi,DEF,arsenal,45.0,0.0,0.0,16.0,0.0,50.0,0.0,55.0
673,8-2020-21,berndleno,GK,arsenal,3131.0,0.0,0.0,625.0,7.3,50.0,0.0,50.0
674,9-2020-21,granitxhaka,MID,arsenal,2519.0,1.0,2.0,396.0,0.4,55.0,-3.0,55.0
675,13-2020-21,calumchambers,DEF,arsenal,751.0,0.0,3.0,168.0,0.2,45.0,0.0,45.0
676,14-2020-21,seadkolasinac,DEF,arsenal,90.0,0.0,0.0,9.0,0.1,50.0,-2.0,55.0
677,16-2020-21,robholding,DEF,arsenal,2557.0,0.0,1.0,536.0,4.7,45.0,-2.0,45.0
678,17-2020-21,kierantierney,DEF,arsenal,2299.0,1.0,4.0,483.0,4.3,55.0,-3.0,55.0
679,19-2020-21,lucastorreira,MID,arsenal,0.0,0.0,0.0,0.0,0.1,50.0,-3.0,50.0
680,21-2020-21,reissnelson,MID,arsenal,70.0,0.0,0.0,2.0,0.0,55.0,-4.0,55.0
681,22-2020-21,edwardnketiah,FWD,arsenal,411.0,2.0,1.0,120.0,0.5,60.0,-7.0,45.0
682,25-2020-21,matteoguendouzi,MID,arsenal,0.0,0.0,0.0,0.0,0.1,50.0,-3.0,45.0
683,70-2020-21,mathewryan,GK,arsenal,1260.0,0.0,0.0,216.0,5.6,45.0,-4.0,45.0
684,106-2020-21,rossbarkley,MID,astonvilla,1566.0,3.0,2.0,286.0,0.7,60.0,-2.0,60.0
685,53-2020-21,glennmurray,FWD,brighton&hovealbion,0.0,0.0,0.0,0.0,0.1,50.0,-2.0,60.0
686,54-2020-21,adamlallana,MID,brighton&hovealbion,1584.0,1.0,1.0,265.0,0.3,65.0,-3.0,60.0
687,58-2020-21,shaneduffy,DEF,brighton&hovealbion,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,50.0
688,60-2020-21,aaronmooy,MID,brighton&hovealbion,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
689,61-2020-21,danburn,DEF,brighton&hovealbion,2057.0,1.0,0.0,330.0,0.7,45.0,-3.0,45.0
690,62-2020-21,lewisdunk,DEF,brighton&hovealbion,2932.0,5.0,0.0,626.0,5.9,50.0,-2.0,45.0
691,64-2020-21,florinandone,FWD,brighton&hovealbion,0.0,0.0,0.0,0.0,0.1,50.0,-2.0,50.0
692,65-2020-21,solomonmarch,MID,brighton&hovealbion,1670.0,2.0,2.0,283.0,0.4,50.0,-1.0,50.0
693,66-2020-21,adamwebster,DEF,brighton&hovealbion,2594.0,1.0,0.0,470.0,1.0,45.0,-2.0,45.0
694,68-2020-21,nealmaupay,FWD,brighton&hovealbion,2508.0,8.0,2.0,334.0,2.1,65.0,-7.0,60.0
695,69-2020-21,leandrotrossard,MID,brighton&hovealbion,2602.0,5.0,6.0,406.0,1.8,60.0,-5.0,60.0
696,71-2020-21,alirezajahanbakhsh,MID,brighton&hovealbion,520.0,0.0,1.0,102.0,0.0,55.0,-1.0,60.0
697,73-2020-21,matthewclarke,DEF,brighton&hovealbion,0.0,0.0,0.0,0.0,0.0,45.0,-1.0,45.0
698,76-2020-21,yvesbissouma,MID,brighton&hovealbion,3112.0,1.0,0.0,487.0,1.6,45.0,-1.0,50.0
699,55-2020-21,dalestephens,MID,burnley,257.0,0.0,0.0,33.0,3.1,45.0,-3.0,45.0
700,101-2020-21,willycaballero,GK,chelsea,90.0,0.0,0.0,7.0,0.2,50.0,-4.0,50.0
701,103-2020-21,oliviergiroud,FWD,chelsea,740.0,4.0,0.0,139.0,1.1,70.0,-3.0,70.0
702,104-2020-21,marcosalonso,DEF,chelsea,958.0,2.0,1.0,225.0,2.2,60.0,-4.0,65.0
703,107-2020-21,mateokovacic,MID,chelsea,1809.0,0.0,1.0,332.0,0.3,55.0,-2.0,55.0
704,110-2020-21,kurtzouma,DEF,chelsea,2027.0,5.0,0.0,481.0,8.0,50.0,3.0,50.0
